,Unnamed: 0,airline_sentiment,text,review_len
647,902,1,@united landed in Boston at 9 last night.  The 15 hours of traveling was rough tho.,17
648,903,1,@united FAIL You Cancelled Flightled our flight frm GJT and then used our reserv home to IAH (from SEA) for reFlight Booking Problems w/out OUR PERMISSION!! #PH6RPS,27
649,905,1,@united has made my no fly list. Other airlines wait when connector Late Flight. Stuck in IAH.,17
650,907,1,"@united also, the mere fact that I have to go online to issue a statement vice calling and talking to some directly is one good example.",26
652,909,1,@united  i have a weekend of dealing with your company that would say otherwise.,15
653,910,1,@United now what?!? http://t.co/5hpSqVRjK8 flight was gone when I got off plane! #BusinessTravel #goodenoughmother,14
654,911,1,"@united the proper response: sorry for your wait, what flight # were you on so we can look into the issue. That's how @Delta would handle.",26
655,912,1,@united your customer service is terrible! Stood inline 3 hours no flights and 4 hours Late Flightr still no bag#disgutedindenver,20
656,914,1,@united So you are inadequate by accident?,7
659,917,1,@united boarding time shows 35 min and your gate agent started at 45. showed up at 4:00 and they had to check bag. http://t.co/zCBJyo6lsN,24
660,918,1,@united Agent in LAS letting 20 customers know they can't help them rebook delayed flight to DEN #unfriendlyskies http://t.co/QuzVmK2rTR,19
661,919,1,@united empathizes w/ my disappointment that 1stClass flight w/nonworking entertainmnt is worth $50. #UnFriendlySkies http://t.co/lOecO4gmvd,15
662,920,1,@united ...and when that doesn't work...,6
663,922,1,@united searched for mileage tickets to BOM couldn't find a single one is saver awards - I see how you play.  Earn miles but can't use them.,28
664,923,1,"@united flight arrives 30 minutes early, but then have we to wait for an hour for our bags.",18
665,924,1,@united That's not the issue. The fact that no one even called (despite promises) to confirm the bag's location is.,20
666,927,1,@united still waiting to hear back. My wallet was stolen from one of your planes so would appreciate a resolution here,21
667,929,1,@united or @flysaa has lost my baggage… heard different things from different employees of @united. @flysaa has said nothing.,19
668,930,1,"@united cs thinks that miles can repair the damage done, it will be interesting if they travel in @united and exp the worst flight ever!",25
669,932,1,@united I am signed up for notifications. This is the first trip I was not updated on. Not sure why this happened.,22
671,934,1,@united that is not in line with your responses here. And now I'm waiting until tomorrow morning because all the flights are overbooked.,23
672,935,1,"@united I took the exact same aircraft in to LAX 3 days ago. It fit, no problem. The agent today told some nonsense about a policy change",27
673,936,1,@united your helpful agents in Club helped.  I am just out baggage fees and a night of my life.stop doing business with @SilverAirways,24
674,937,1,@United never heard of this? http://t.co/QDebyaHqfM,6
675,938,1,"@SouthwestAir doesn't charge ticket change fees. Do they not incur the same mysterious ""costs"" that you incur, @united?",18
676,939,1,@united Exhausted &amp; frustrated! Link to a FB post abt my travel issue https://t.co/LaRKC8vc4s,14
677,940,1,@united I was denied getting on the plane w/o getting the chance to prove it fits. I'm not a rookie. Read my bio.,23
679,942,1,@united I've never experienced worst customer service. Placing blame on codeshare partners and not assuming responsibility is unacceptable,18
680,943,1,@united currently on board so not now. Check in was terrible. Staff rude. Expensive luggage thrown around etc.,18
681,944,1,"@United fucked up, then voided my ticket, and KEPT MY MONEY.  Not even an apology. I will never fly with your airline again. #UnitedAirlines",25
682,945,1,@united has the WORST customer svcs! This Kevin rep at call center must be investigated. My baggage's lost and there's no help but argument!,24
683,946,1,@united should NOT sell tickets for @SilverAirways on http://t.co/onhXHCO6bK.  has terrible service and UA staff cannot reach Silver,19
684,947,1,"@united Just got demoted from Gold cuz my hubby got 100% of the PQD, tho there were enuf $ spent for 4 Golds.#spousal.discrimination/angry.",23
687,952,1,@united yes lots. You have terrible customer service at Newark and despite raising a complaint there we were ignored hence the tweet,22
688,953,1,@united Lovely new plane from LGA to ORD but no power outlets?,12
689,954,1,"@united but if i tweet the ID number, won't that reveal my home address to anyone on the web?",19
690,955,1,@united I filed a delayed bag report on Saturday! my flight was Cancelled Flightled and I never went anywhere!,19
691,957,1,@united i need it there before she lands so she can have the EWR baggage claim file to have it sent but the employee has not droppeditoffyet,27
692,958,1,"@united rarely ceases to amaze...for the worse.  i hope this is the last time i ""have"" to fly with you.",21
693,960,1,@united iCloud it is not there yet -- PLEASE HELP 917 703 1472,13
694,962,1,@united I did... no response back,6
695,963,1,@united this is atrocious customer service.,6
696,965,1,@united #albanyairport delayed departure to check bags at gate claiming space filled and walk on to open spaces a delay #poorcustomerservice,21
697,966,1,@united you Cancelled Flighted our flights for no reason &amp; now we have been on the phone for AN HOUR on our vacation. Why?,24
698,967,1,@united @dfpietra THAT'S your response?  Shaking my head back and forth with a tsk. You can do better-from customer service to your apology,24
699,969,1,@united of course I did. The bag should be here by now :( #frustrated,14
700,970,1,@united you are the worst. I will avoid you like the plague.,12
701,971,1,@united is the worst airline in the world.,8
702,972,1,@united someone needs to DM me and resolve this correctly. Extremely disappointed with the service I received. Terrible management.,19
703,973,1,@united Premier Gold desk changes flight. Waives fees. Gives me wrong flight. Now Jana Acosta in Salt Lake refuses the same service. Angry.,23
704,974,1,"@united I will give you one thing, you are consistent but unfortunately you are consistent at not doing your job well #AlwaysDelayedOnUnited",22
705,975,1,@united I will but right now I'm to angry,9
706,976,1,@united first time flying with United. Also last time. #terrible back to @VirginAtlantic for me. #branson #virginatlantic #UnitedAirlines,18
707,977,1,@united I used to be a committed #ContinentalAirlines flyer until merger. I remember now why I switched to @SouthwestAir #CommunicationFail,20
708,978,1,@united the least you could do is offer me a ticket in coach instead of just Cancelled Flighting my reservation because of your glitch!!! #notfair,25
709,979,1,"@united I'm saying I made the flight but with poor/non-communication, unaccounted for lost time &amp; lots of frustrated flyers standing around",21
710,980,1,@united I think DM would be better,7
711,981,1,@United gate announcement states delay due to maintenance yet app says Late Flight arriving aircraft  tell the truth! @unfriendly,20
712,982,1,@united you are easily the worst company I have ever experienced. You have lost someone's personal possessions &amp; you couldn't care less!....,22
713,983,1,@united how can your app show arriving aircraft is early but departing flight is delayed due to Late Flight arriving aircraft? @unfriendly,22
714,984,1,@united already did that at the airport and 12 hrs Late Flightr its still not here! you guys are really killing me today. trying to stay positive..,27
715,985,1,@united once united's service levels reaches those of Etihad or lets be more realistically Lufthansa then ill consider it again,20
716,986,1,@united really?  Someone called in sick and then someone FORGOT to call a replacement?!  Now an hour Late Flight to take off. #theworst,25
717,987,1,@united Asked Flight attendant what typical compensation would be &amp; says we might get free TV. #Unacceptable,17
